name,link,description,image
outlast,https://store.steampowered.com/app/238320/Outlast/,"Hell is an experiment you can't survive in Outlast, a first-person survival horror game developed by veterans of some of the biggest game franchises in history. As investigative journalist Miles Upshur, explore Mount Massive Asylum and try to survive long enough to discover its terrible secret... if you dare.",https://cdn.cloudflare.steamstatic.com/steam/apps/238320/header.jpg?t=1618944230
robocraft,https://store.steampowered.com/app/301520/Robocraft/,"Build insane, fully customisable robot battle vehicles that drive, hover, walk and fly in the free-to-play action game Robocraft. Add weapons from the future and jump in the driving seat as you take your creation into battle against other players online!",https://cdn.cloudflare.steamstatic.com/steam/apps/301520/header.jpg?t=1649417422
mafia ii,https://store.steampowered.com/app/50130/Mafia_II_Classic/,"Vito Scaletta has started to make a name for himself on the streets of Empire Bay as someone who can be trusted to get a job done. Together with his buddy Joe, he is working to prove himself to the Mafia, quickly escalating up the family ladder with crimes of larger reward, status and consequence… the life as a wise guy isn’t quite as untouchable as it seems.",https://cdn.cloudflare.steamstatic.com/steam/apps/50130/header.jpg?t=1589909831
americas army proving grounds,https://store.steampowered.com/app/203290/Americas_Army_Proving_Grounds/,https://cdn.cloudflare.steamstatic.com/steam/apps/203290/header.jpg?t=1604338987,https://cdn.cloudflare.steamstatic.com/steam/apps/203290/header.jpg?t=1604338987
apb reloaded,https://store.steampowered.com/app/113400/APB_Reloaded/,"The world’s first and premier Action MMO Third Person Shooter allows you to choose between two sides of the law. Play as Enforcer or Criminal, customize your gear for the task at hand and hit the streets and play how you want in a city filled with more action this side of a Hollywood blockbuster.",https://cdn.cloudflare.steamstatic.com/steam/apps/113400/header.jpg?t=1608136236
orion prelude,https://store.steampowered.com/app/104900/ORION_Prelude/,"Work together to survive the devastating Dinosaur horde in huge, endless environments.",https://cdn.cloudflare.steamstatic.com/steam/apps/104900/header.jpg?t=1644009911
counterstrike condition zero,https://store.steampowered.com/app/80/CounterStrike_Condition_Zero/,"Featuring the award-winning multiplayer of Counter-Strike, updated with new content such as the expanded ""Tour of Duty"" operation and numerous combat modes, and Counter-Strike: Condition Zero, featuring 12 brand new single-player missions, brings you incredible singleplayer and multiplayer content.",https://cdn.cloudflare.steamstatic.com/steam/apps/80/header.jpg?t=1602535977
counterstrike,https://store.steampowered.com/app/10/CounterStrike/?l=turkish,Play the world's #1 online action game. Fight against incredibly realistic different types of terrorists in this wild popular team game. Forge alliances with your teammates to complete strategic missions. Destroy enemy territories. Rescue the hostages. Your role will influence your teammate's success.,https://cdn.cloudflare.steamstatic.com/steam/apps/10/header.jpg?t=1602535893
mount  blade warband,https://store.steampowered.com/app/48700/Mount__Blade_Warband/,"In a land torn by endless wars, it's time to assemble your army of veteran soldiers and engage in battle. Lead your men into battle, expand your territory and challenge your enemies for the Throne of Calradia!",https://cdn.cloudflare.steamstatic.com/steam/apps/48700/header.jpg?t=1589227310
castle crashers,https://store.steampowered.com/app/204360/Castle_Crashers/,"Hack, slash, and smash your way to victory in this award winning 2D arcade adventure from The Behemoth!",https://cdn.cloudflare.steamstatic.com/steam/apps/204360/header.jpg?t=1644362390
payday 2,https://store.steampowered.com/app/218620/PAYDAY_2/,"PAYDAY 2 is an action-packed, four-player co-op shooter that once again lets gamers don the masks of the original PAYDAY crew - Dallas, Hoxton, Wolf and Chains - as they descend on Washington DC for an epic crime spree.",https://cdn.cloudflare.steamstatic.com/steam/apps/218620/header.jpg?t=1652275509
adventure capitalist,https://store.steampowered.com/app/346900/AdVenture_Capitalist/,"Welcome, eager young investor, to AdVenture Capitalist! Arguably the world's greatest Capitalism simulator!",https://cdn.cloudflare.steamstatic.com/steam/apps/346900/header.jpg?t=1606160039
project cars,https://store.steampowered.com/app/234630/Project_CARS/,"Discover this world of speed with stunning graphics and feel the asphalt in your bones while experiencing a unique driving experience. Create your own racing driver by choosing the dynamic career mode and choose from many different racing options, or if you wish, give your opponents dust in online multiplayer games.",https://cdn.cloudflare.steamstatic.com/steam/apps/234630/header.jpg?t=1625518420
defense grid the awakening,https://store.steampowered.com/app/18500/Defense_Grid_The_Awakening/,"Defense Grid: The Awakening is a unique spin on tower defense gameplay that will appeal to players of all skill levels. A horde of enemies is invading, and it's up to the player to stop them by strategically building fortification towers around their base.",https://cdn.cloudflare.steamstatic.com/steam/apps/18500/header.jpg?t=1572394805
the stanley parable,https://store.steampowered.com/app/221910/The_Stanley_Parable/,"The Stanley Parable is a first person exploration game. You will play as Stanley, and you will not play as Stanley. You will follow a story, you will not follow a story. You will have a choice, you will have no choice. The game will end, the game will never end.",https://cdn.cloudflare.steamstatic.com/steam/apps/221910/header.jpg?t=1637780220
torchlight ii,https://store.steampowered.com/app/200710/Torchlight_II/,"The adventure continues in Torchlight II! An Action RPG full of epic battles, lots of treasure and a completely random world. Bring your friends on your journey with online and LAN multiplayer modes.",https://cdn.cloudflare.steamstatic.com/steam/apps/200710/header.jpg?t=1597342077
amnesia the dark descent,https://store.steampowered.com/app/57300/Amnesia_The_Dark_Descent/,"Amnesia: The Dark Descent, a first person survival horror. A game about immersion, discovery and living through a nightmare. An experience that will chill you to the core.",https://cdn.cloudflare.steamstatic.com/steam/apps/57300/header.jpg?t=1645092180
braid,https://store.steampowered.com/app/26800/Braid/,"Braid is a puzzle-platformer, drawn in a painterly style, where you can manipulate the flow of time in strange and unusual ways. From a house in the city, journey to a series of worlds and solve puzzles to rescue an abducted princess.",https://cdn.cloudflare.steamstatic.com/steam/apps/26800/header.jpg?t=1515716884
fallout 3  game of the year edition,https://store.steampowered.com/app/22370/Fallout_3_Game_of_the_Year_Edition/,"Prepare for the Future™ With Fallout 3: Game of the Year Edition, experience the most acclaimed game of 2008 like never before. Create a character of your choosing and descend into an awe-inspiring, post-apocalyptic world where every minute is a fight for survival.",https://cdn.cloudflare.steamstatic.com/steam/apps/22370/header.jpg?t=1634779495
terraria,https://store.steampowered.com/app/105600/Terraria/,"Dig, fight, explore, build! Nothing is impossible in this exciting adventure game. Also available in the Quad Pack!",https://cdn.cloudflare.steamstatic.com/steam/apps/105600/header.jpg?t=1590092560
assassins creed brotherhood,https://store.steampowered.com/app/48190/Assassins_Creed_Brotherhood/,"Live and breathe as Ezio, a legendary Master Assassin, in his enduring struggle against the powerful Templar Order. He must journey into Italy’s greatest city, Rome, center of power, greed and corruption to strike at the heart of the enemy.",https://cdn.cloudflare.steamstatic.com/steam/apps/48190/header.jpg?t=1602600648
saints row 2,https://store.steampowered.com/app/9480/Saints_Row_2/,"Saints Row 2 brings true freedom to open-world gaming. Players can play as who they want, how they want, and with whomever they want in this sequel to the much acclaimed and tremendously successful Saints Row",https://cdn.cloudflare.steamstatic.com/steam/apps/9480/header.jpg?t=1620659051
grand theft auto episodes from liberty city,https://store.steampowered.com/app/12220/Grand_Theft_Auto_Episodes_from_Liberty_City/,Grand Theft Auto: Episodes from Liberty City includes both The Lost and Damned and The Ballad of Gay Tony together and does not require a copy of the original Grand Theft Auto IV to play.,https://cdn.cloudflare.steamstatic.com/steam/apps/12220/header.jpg?t=1618853641
the witcher enhanced edition,https://store.steampowered.com/app/20900/The_Witcher_Enhanced_Edition_Directors_Cut/,"Become The Witcher, Geralt of Rivia, a legendary monster slayer caught in a web of intrigue woven by forces vying for control of the world. Make difficult decisions and live with the consequences in a game that will immerse you in an extraordinary tale like no other.",https://cdn.cloudflare.steamstatic.com/steam/apps/20900/header.jpg?t=1646335465
batman arkham origins,https://store.steampowered.com/app/209000/Batman_Arkham_Origins/,"As of December 4, 2016, the online services portion of Batman: Arkham Origins will be retired. We thank those that have joined us to battle over the last 3 years. The Single player campaign may still be played and enjoyed offline.",https://cdn.cloudflare.steamstatic.com/steam/apps/209000/header.jpg?t=1634157113
the witcher 2 assassins of kings enhanced edition,https://store.steampowered.com/app/20920/The_Witcher_2_Assassins_of_Kings_Enhanced_Edition/,A time of untold chaos has come. Mighty forces clash behind the scenes in a struggle for power and influence. The Northern Kingdoms mobilize for war. But armies on the march are not enough to stop a bloody conspiracy...,https://cdn.cloudflare.steamstatic.com/steam/apps/20920/header.jpg?t=1646335562
the elder scrolls iii morrowind,https://store.steampowered.com/app/22320/The_Elder_Scrolls_III_Morrowind_Game_of_the_Year_Edition/,The Elder Scrolls III: Morrowind® Game of the Year Edition includes Morrowind plus all of the content from the Bloodmoon and Tribunal expansions. The original Mod Construction Set is not included in this package.,https://cdn.cloudflare.steamstatic.com/steam/apps/22320/header.jpg?t=1569959880
worms reloaded,https://store.steampowered.com/app/22600/Worms_Reloaded/,"Ten years on from Worms™ Armageddon and the turn-based comic mayhem continues in Worms™ Reloaded, an all-new edition available for PC through Steam.",https://cdn.cloudflare.steamstatic.com/steam/apps/22600/header.jpg?t=1596807362
simcity 4 deluxe,https://store.steampowered.com/app/24780/SimCity_4_Deluxe_Edition/,"SimCity 4 Deluxe Edition includes the bestselling SimCity 4 and the all-new SimCity 4 Rush Hour Expansion Pack. Create the most massive region of cities ever, with a farming town, bedroom community, high-tech commercial center, and industrial backbone.",https://cdn.cloudflare.steamstatic.com/steam/apps/24780/header.jpg?t=1615244194
chivalry medieval warfare,https://store.steampowered.com/app/219640/Chivalry_Medieval_Warfare/,"Besiege castles and raid villages in Chivalry: Medieval Warfare, a fast-paced medieval first person slasher with a focus on multiplayer battles",https://cdn.cloudflare.steamstatic.com/steam/apps/219640/header.jpg?t=1649876994
alan wake,https://store.steampowered.com/app/108710/Alan_Wake/,"A Dark Presence stalks the small town of Bright Falls, pushing Alan Wake to the brink of sanity in his fight to unravel the mystery and save his love.",https://cdn.cloudflare.steamstatic.com/steam/apps/108710/header.jpg?t=1616438999
bioshock,https://store.steampowered.com/app/7670/BioShock/,"BioShock is a shooter unlike any you've ever played, loaded with weapons and tactics never seen. You'll have a complete arsenal at your disposal from simple revolvers to grenade launchers and chemical throwers, but you'll also be forced to genetically modify your DNA to create an even more deadly weapon: you. Injectable plasmids give you super human powers: blast electrical currents into water to electrocute multiple enemies, or freeze them solid and obliterate them with the swing of a wrench.",https://cdn.cloudflare.steamstatic.com/steam/apps/7670/header.jpg?t=1568739889
fez,https://store.steampowered.com/app/224760/FEZ/,"Gomez is a 2D creature living in a 2D world. Or is he? When the existence of a mysterious 3rd dimension is revealed to him, Gomez is sent out on a journey that will take him to the very end of time and space. Use your ability to navigate 3D structures from 4 distinct classic 2D perspectives.",https://cdn.cloudflare.steamstatic.com/steam/apps/224760/header.jpg?t=1572375251
kingdoms of amalur reckoning,https://store.steampowered.com/app/102500/Kingdoms_of_Amalur_Reckoning/,"The minds of New York Times bestselling author R.A. Salvatore, Spawn creator Todd McFarlane, and Elder Scrolls IV: Oblivion lead designer Ken Rolston have combined to create Kingdoms of Amalur: Reckoning, a new role-playing game set in a world worth saving.",https://cdn.cloudflare.steamstatic.com/steam/apps/102500/header.jpg?t=1628191773
prison architect,https://store.steampowered.com/app/233450/Prison_Architect/,Only the world's fiercest Prison Warden can deal with the world's most vicious inmates. Design and customize a prison in Prison Architect.,https://cdn.cloudflare.steamstatic.com/steam/apps/233450/header.jpg?t=1648143141
scribblenauts unlimited,https://store.steampowered.com/app/218680/Scribblenauts_Unlimited/,"The best-selling, award-winning franchise is back – on your home PC in gorgeous HD for the first time.",https://cdn.cloudflare.steamstatic.com/steam/apps/218680/header.jpg?t=1454964134
banished,https://store.steampowered.com/app/242920/Banished/,"In this city-building strategy game, you control a group of exiled travelers who decide to restart their lives in a new land. They have only the clothes on their backs and a cart filled with supplies from their homeland. The townspeople of Banished are your primary resource.",https://cdn.cloudflare.steamstatic.com/steam/apps/242920/header.jpg?t=1584654657
antichamber,https://store.steampowered.com/app/219890/Antichamber/,"Antichamber is a mind-bending psychological exploration game where nothing can be taken for granted. Discover an Escher-like world where hallways wrap around upon each other, spaces reconfigure themselves, and accomplishing the impossible may just be the only way forward.",https://cdn.cloudflare.steamstatic.com/steam/apps/219890/header.jpg?t=1525832559
goat simulator,https://store.steampowered.com/app/265930/Goat_Simulator/,Goat Simulator is the latest in high-tech Goat Simulation technology.,https://cdn.cloudflare.steamstatic.com/steam/apps/265930/header.jpg?t=1596094271
psychonauts,https://store.steampowered.com/app/3830/Psychonauts/,"A Psychic Odyssey Through the Minds of Misfits, Monsters, and Madmen. This classic action/adventure platformer from acclaimed developers Double Fine Productions follows the story of a young psychic named Razputin.",https://cdn.cloudflare.steamstatic.com/steam/apps/3830/header.jpg?t=1631142852
papers please,https://store.steampowered.com/app/239030/Papers_Please/,"Congratulations. The October labor lottery is complete. Your name was pulled. For immediate placement, report to the Ministry of Admission at Grestin Border Checkpoint. An apartment will be provided for you and your family in East Grestin. Expect a Class-8 dwelling.",https://cdn.cloudflare.steamstatic.com/steam/apps/239030/header.jpg?t=1646889353
surgeon simulator,https://store.steampowered.com/app/233720/Surgeon_Simulator/,"Surgeon Simulator is an amazing surgery simulator that combines dark humor with life-saving surgical operations. Without even ordinary equipment, wannabe surgeon Dr. As Bukke, operate on patients including Donald Trump! ...is that hammer over there?",https://cdn.cloudflare.steamstatic.com/steam/apps/233720/header.jpg?t=1632477902
cities skylines,https://store.steampowered.com/app/255710/Cities_Skylines/,Cities: Skylines is a modern take on the classic city simulation. The game introduces new game play elements to realize the thrill and hardships of creating and maintaining a real city whilst expanding on some well-established tropes of the city building experience,https://cdn.cloudflare.steamstatic.com/steam/apps/255710/header.jpg?t=1649170845
plants vs zombies game of the year,https://store.steampowered.com/app/3590/Plants_vs_Zombies_GOTY_Edition/,"Zombies are invading your home, and the only defense is your arsenal of plants! Armed with an alien nursery-worth of zombie-zapping plants like peashooters and cherry bombs, you'll need to think fast and plant faster to stop dozens of types of zombies dead in their tracks.",https://cdn.cloudflare.steamstatic.com/steam/apps/3590/header.jpg?t=1615390608
alien swarm,https://store.steampowered.com/app/630/Alien_Swarm/,Co-operative multiplayer game and complete code base available for free.,https://cdn.cloudflare.steamstatic.com/steam/apps/630/header.jpg?t=1571757378
resident evil 5  biohazard 5,https://store.steampowered.com/app/21690/Resident_Evil_5/,"This game is a port of the Games for Windows - Live version that was released in 2009. If you buy the Untold Stories Bundle here on Steam, it will be the same as upgrading to Resident Evil 5 Gold Edition.",https://cdn.cloudflare.steamstatic.com/steam/apps/21690/header.jpg?t=1650849291
the wolf among us,https://store.steampowered.com/app/250320/The_Wolf_Among_Us/,"From the makers of the 2012 Game of the Year: The Walking Dead, comes a thriller based on the award-winning Fables comic books. As Bigby Wolf you will discover that a brutal, bloody murder is just a taste of things to come in a game series where your every decision can have enormous consequences.",https://cdn.cloudflare.steamstatic.com/steam/apps/250320/header.jpg?t=1605585374
state of decay,https://store.steampowered.com/app/241540/State_of_Decay/,The end is here. Life as you knew it has gone to hell after the mother of all zombie outbreaks. Now you and the few scattered survivors must band together to survive and rebuild in a 3rd-person action game set in a dynamic open world.,https://cdn.cloudflare.steamstatic.com/steam/apps/241540/header.jpg?t=1573205685
contagion,https://store.steampowered.com/app/238430/Contagion/,"Contagion is not just a Zombie game, but instead with a more realistic and different approach. Unique characters, different maps, weapons, items have an atmosphere that makes your every playthrough different. It provides a unique experience with goals and new ways that are constantly changing.",https://cdn.cloudflare.steamstatic.com/steam/apps/238430/header.jpg?t=1636487641
the simstm 3,https://store.steampowered.com/app/47890/The_Sims_3/?l=turkish,The Sims 3: Create the perfect world with full customization at your fingertips. Refine personalities and help fulfill destinies.,https://cdn.cloudflare.steamstatic.com/steam/apps/47890/header.jpg?t=1615894474
borderlands 2,https://store.steampowered.com/app/49520/Borderlands_2/,The Ultimate Vault Hunter’s Upgrade lets you get the most out of the Borderlands 2 experience.,https://cdn.cloudflare.steamstatic.com/steam/apps/49520/header.jpg?t=1645058069
payday the heist,https://store.steampowered.com/app/24240/PAYDAY_The_Heist/,"Take on the role of a hardened career criminal executing intense, dynamic heists in constant pursuit of the next “big score”",https://cdn.cloudflare.steamstatic.com/steam/apps/24240/header.jpg?t=1574898258
battlefield bad company 2,https://store.steampowered.com/app/24960/Battlefield_Bad_Company_2/,"Battlefield: Bad Company 2™ brings the award-winning Battlefield gameplay to the forefront of PC gaming with best-in-class vehicular combat and unexpected ""Battlefield moments."" New vehicles like the ATV and a transport helicopter allow for all-new multiplayer tactics on the Battlefield.",https://cdn.cloudflare.steamstatic.com/steam/apps/24960/header.jpg?t=1615390775
smite,https://store.steampowered.com/app/386360/SMITE/,"Join over 35 million players in SMITE, Battleground of the Gods! Swing Thor's hammer, turn your enemies to stone like Medusa, or choose from over 100 mythological icons. Become a God and play for FREE today!",https://cdn.cloudflare.steamstatic.com/steam/apps/386360/header_turkish.jpg?t=1650901375
warframe,https://store.steampowered.com/app/230410/Warframe/,"Wake up as an unstoppable warrior and fight alongside your friends in this story-driven, free-to-play online action game.",https://cdn.cloudflare.steamstatic.com/steam/apps/230410/header.jpg?t=1652293577
metal gear solid v ground zeroes,https://store.steampowered.com/app/311340/METAL_GEAR_SOLID_V_GROUND_ZEROES/,World-renowned Kojima Productions brings the Metal Gear Solid franchise to Steam with METAL GEAR SOLID V: GROUND ZEROES. Play as the legendary hero Snake and infiltrate a Cuban military base to rescue the hostages. Can you make it out alive?,https://cdn.cloudflare.steamstatic.com/steam/apps/311340/header.jpg?t=1650522362
no more room in hell,https://store.steampowered.com/app/224260/No_More_Room_in_Hell/,"The chances of you surviving this all out war of society and the undead are slim to none. Already, there are millions of the walking dead shambling about, searching for food to eat. There's no known cure. One bite can possibly end it all for you. However, you aren't alone in this nightmare.",https://cdn.cloudflare.steamstatic.com/steam/apps/224260/header.jpg?t=1635773900
arma 2,https://store.steampowered.com/app/33900/Arma_2/?l=turkish,"Building on 10 years of constant engine development, ARMA II boasts the most realistic combat environment in the world. It models real world ballistics & round deflection, materials penetration, features a realtime day/night cycle and dynamic wind, weather and environmental effects.",https://cdn.cloudflare.steamstatic.com/steam/apps/33900/header.jpg?t=1644583779
heroes  generals,https://store.steampowered.com/app/227940/Heroes__Generals/,"Shoot, blow things up, fly or rain down orders in the ultimate Free-to-Play, large-scale, multiplayer, shooter experience. Thousands of players fight for a massive war of nations in loads of battles. The first to capture 15 cities captures the victory.",https://cdn.cloudflare.steamstatic.com/steam/apps/227940/header_alt_assets_14.jpg?t=1651170260
euro truck simulator 2,https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2/,"Deliver your important cargo to unbelievable distances in your truck, become the king of the road as you travel across Europe! There are dozens of cities to explore in England, Belgium, Germany, Italy, Netherlands, Poland and many other countries. Your endurance, skill and speed will be pushed to the limit. Get behind the wheel and prove you have what it takes to be part of an elite truck crew!",https://cdn.cloudflare.steamstatic.com/steam/apps/227300/header.jpg?t=1649943182
war thunder,https://store.steampowered.com/app/236390/War_Thunder/,"Used by War Thunder, WWII and Korean War vehicles. Crucial air, ground and sea battles are fought with players from all over the world in an environment under development.",https://cdn.cloudflare.steamstatic.com/steam/apps/236390/header.jpg?t=1651137089
arma 3,https://store.steampowered.com/app/107410/Arma_3/,"Experience the real war game in a huge sandbox. Arma 3; It is the premier military game designed for PC with a wide variety of single and multiplayer content, at least 20 vehicles, at least 40 weapons and unlimited opportunities to create content. Original, diverse, open. To the front with Arma 3!",https://cdn.cloudflare.steamstatic.com/steam/apps/107410/header.jpg?t=1652354053
arma 2 operation arrowhead,https://store.steampowered.com/app/33930/Arma_2_Operation_Arrowhead/?l=turkish,"Three years after the conflict in Chernarus, portrayed in the original Arma 2, a new flashpoint explodes in the Green Sea Region. Coalition forces led by the US Army are deployed to Takistan to quickly restore peace and prevent further civilian casualties.",https://cdn.cloudflare.steamstatic.com/steam/apps/33930/header.jpg?t=1644841431
this war of mine,https://store.steampowered.com/app/282070/This_War_of_Mine/,"In This War of Mine, you play not as an elite soldier, but as a group of civilians trying to escape from a besieged city that lacks food and medicine and is constantly in danger of snipers and attacking scavengers. The game offers a combat experience seen from a completely new angle.",https://cdn.cloudflare.steamstatic.com/steam/apps/282070/header.jpg?t=1650985912
total war rome ii  emperor edition,https://store.steampowered.com/app/214950/Total_War_ROME_II__Emperor_Edition/,"About Total War: ROME II - Emperor Edition Emperor Edition is the most comprehensive edition of ROME II, featuring a more advanced policy system, revamped building chains, more balanced battles, and better visuals both in the scenario and battles.",https://cdn.cloudflare.steamstatic.com/steam/apps/214950/header.jpg?t=1610468283
xcom enemy unknown,https://store.steampowered.com/app/200510/XCOM_Enemy_Unknown/,"XCOM: Enemy Unknown will place you in control of a secret paramilitary organization called XCOM. As the XCOM commander, you will defend against a terrifying global alien invasion by managing resources, advancing technologies, and overseeing combat strategies and individual unit tactics.",https://cdn.cloudflare.steamstatic.com/steam/apps/200510/header.jpg?t=1587584126
wakfu,https://store.steampowered.com/app/215080/WAKFU/,"STEP INTO A LIMITLESS UNIVERSE Touchdown in the World of Twelve and set off on a great adventure in WAKFU - an original massively multiplayer online role playing universe where humor goes hand in hand with action-packed, tactical battles.",https://cdn.cloudflare.steamstatic.com/steam/apps/215080/header.jpg?t=1648498631
starbound,https://store.steampowered.com/app/211820/Starbound/,"In Starbound, you create your own story - there’s no wrong way to play! You may choose to save the universe from the forces that destroyed your home, uncovering greater galactic mysteries in the process, or you may wish to forego a heroic journey entirely in favor of colonizing uncharted planets.",https://cdn.cloudflare.steamstatic.com/steam/apps/211820/header.jpg?t=1611668796
mass effect 2,https://store.steampowered.com/app/24980/Mass_Effect_2_2010/,"Recruit. Explore. Control.Two years after Commander Shepard repelled invading Reapers bent on the destruction of organic life, a mysterious new enemy has emerged. On the fringes of known space, something is silently abducting entire human colonies.",https://cdn.cloudflare.steamstatic.com/steam/apps/24980/header.jpg?t=1615504486
mass effect,https://store.steampowered.com/app/1328670/Mass_Effect_Legendary_Edition/,"Mass Effect™ Legendary Edition includes single-player base content and over 40 DLCs from the hit Mass Effect, Mass Effect 2, and Mass Effect 3 games; It will include promotional weapons, armors and packs, which will be remastered and optimized for 4K Ultra HD.",https://cdn.cloudflare.steamstatic.com/steam/apps/1328670/header.jpg?t=1643990135
clicker heroes,https://store.steampowered.com/app/363970/Clicker_Heroes/,Have you ever wondered what a quadrillion damage per second looks like? You don't have to worry anymore! Start your quest to figure it out today!,https://cdn.cloudflare.steamstatic.com/steam/apps/363970/header.jpg?t=1641346404
planetside 2,https://store.steampowered.com/app/218230/PlanetSide_2/,"PlanetSide 2 is an all-out planetary war, where thousands of players battle as one across enormous continents. Utilize infantry, ground and air vehicles, and teamwork to destroy your enemies in this revolutionary first-person shooter on a massive scale.",https://cdn.cloudflare.steamstatic.com/steam/apps/218230/header.jpg?t=1648692465
batman arkham city,https://store.steampowered.com/app/200260/Batman_Arkham_City__Game_of_the_Year_Edition/,Get Batman: Arkham City and all DLC for one low price with the release of the GOTY Edition!,https://cdn.cloudflare.steamstatic.com/steam/apps/200260/header.jpg?t=1634156789
eve online,https://store.steampowered.com/app/8500/EVE_Online/,"EVE Online is a free-to-play community driven space MMO where players can choose their own path from countless different options. Experience space exploration, immense PvP and PvE battles, mining, industry and a thriving player economy in an ever-expanding sandbox",https://cdn.cloudflare.steamstatic.com/steam/apps/8500/header_alt_assets_5.jpg?t=1652368609
bioshock infinite,https://store.steampowered.com/app/8870/BioShock_Infinite/,"Indebted to the wrong people, with his life on the line, veteran of the U.S. Cavalry and now hired gun, Booker DeWitt has only one opportunity to wipe his slate clean. He must rescue Elizabeth, a mysterious girl imprisoned since childhood and locked up in the flying city of Columbia.",https://cdn.cloudflare.steamstatic.com/steam/apps/8870/header.jpg?t=1602794480
dc universe online,https://store.steampowered.com/app/24200/DC_Universe_Online/,"DC Universe Online is a Free-to-Play, massive multiplayer online action game set in the popular DC Universe. Become one of a new breed of Heroes or Villains and wield incredible powers as you go to war with legendary characters such as Batman, Superman, Lex Luthor and The Joker.",https://cdn.cloudflare.steamstatic.com/steam/apps/24200/header.jpg?t=1649961885
rift,https://store.steampowered.com/app/39120/RIFT/,"RIFT is a massively multiplayer online adventure (MMORPG) set in the dynamic fantasy universe of Telara. You are an Ascended, a hero of Telara, protecting your land against invaders from the elemental Planes. Telara is a realm where battles can begin anywhere at any time. Stay on your guard and fight for glory!",https://cdn.cloudflare.steamstatic.com/steam/apps/39120/header.jpg?t=1643298514
anno 2070,https://store.steampowered.com/app/48240/Anno_2070/,"Build your society of the future, colonize islands, and create sprawling megacities with multitudes of buildings, vehicles, and resources to manage.",https://cdn.cloudflare.steamstatic.com/steam/apps/48240/header.jpg?t=1625841484
rage,https://store.steampowered.com/app/9200/RAGE/,"Powered by id’s revolutionary id Tech® 5 technology, RAGE is an intense first-person shooter with breakneck vehicle combat, an expansive world to explore, and jaw-dropping graphics!",https://cdn.cloudflare.steamstatic.com/steam/apps/9200/header.jpg?t=1572025865
borderlands,https://store.steampowered.com/app/8980/Borderlands_Game_of_the_Year/,"Get ready for the mind blowing insanity! Play as one of four trigger-happy mercenaries and take out everything that stands in your way!
With its addictive action, frantic first-person shooter combat, massive arsenal of weaponry, RPG elements and four-player co-op*, Borderlands is a breakthrough experience that challenges all the conventions of modern shooters.",https://cdn.cloudflare.steamstatic.com/steam/apps/8980/header.jpg?t=1568757459
limbo,https://store.steampowered.com/app/48000/LIMBO/?l=turkish,"Worried about his sister's fate, a boy enters LIMBO",https://cdn.akamai.steamstatic.com/steam/apps/48000/header.jpg?t=1644930429
archeblade,https://store.steampowered.com/app/207230/ArcheBlade/,ArcheBlade is a free to play 3D multiplayer fighting game that captures the essence of combo-based fighting games combined with unique game modes. Play as one of many characters and master your skills to become the best fighter.,https://cdn.akamai.steamstatic.com/steam/apps/207230/header.jpg?t=1447355405
day of defeat,https://store.steampowered.com/app/30/Day_of_Defeat/,"Join one of the Axis and Allied troops in the World War II theater and take a part in this theater. Players can choose any of the light/attack/heavy units equipped with historical weapons, sniper or machine gunner class and take part in this theater arena.",https://cdn.akamai.steamstatic.com/steam/apps/30/header.jpg?t=1512413490
warhammer 40000 dawn of war ii,https://store.steampowered.com/app/15620/Warhammer_40000_Dawn_of_War_II/,"We are in the 41st Millennium in the Aurelia Subsector, a cluster of worlds at the edge of the galaxy, and an epic scale war is about to begin.",https://cdn.akamai.steamstatic.com/steam/apps/15620/header.jpg?t=1632305419
duke nukem forever,https://store.steampowered.com/app/57900/Duke_Nukem_Forever/,"The King arrives with an arsenal of over-the-top weapons, giant explosions and pure unadulterated fun!",https://cdn.akamai.steamstatic.com/steam/apps/57900/header.jpg?t=1573065360
sniper ghost warrior,https://store.steampowered.com/app/34830/Sniper_Ghost_Warrior/,"As a Ghost Warrior, an elite sniper in a highly trained special ops unit, your unique skills in the art of stalking, target detection, surveillance and shooting accuracy will determine mission success.",https://cdn.akamai.steamstatic.com/steam/apps/34830/header.jpg?t=1589356937
company of heroes 2,https://store.steampowered.com/app/231430/Company_of_Heroes_2/,"Experience the ultimate WWII RTS platform with COH2 and its standalone expansions. This package includes the base game, which you can then upgrade by purchasing The Western Front Armies, Ardennes Assault and/or The British Forces. More info in the ""About This Game"" section below.",https://cdn.akamai.steamstatic.com/steam/apps/231430/header.jpg?t=1637248881
sins of a solar empire rebellion,https://store.steampowered.com/app/204880/Sins_of_a_Solar_Empire_Rebellion/,"Command a space-faring empire in Sins of a Solar Empire: Rebellion, the new stand-alone expansion that combines 4X depth with real-time strategy gameplay.",https://cdn.akamai.steamstatic.com/steam/apps/204880/header.jpg?t=1637248699
wargame red dragon,https://store.steampowered.com/app/251060/Wargame_Red_Dragon/,"The new reference in RTS at its best! The Wargame series returns to duty, larger, richer and more spectacular than ever before. In Wargame Red Dragon, you are engaged in a large-scale conflict where Western forces clash against the Communist bloc.",https://cdn.akamai.steamstatic.com/steam/apps/251060/header.jpg?t=1639786925
wargame european escalation,https://store.steampowered.com/app/58610/Wargame_European_Escalation/,The New Fatal Error DLC includes a new 5-mission Operation and touch-screen controls.,https://cdn.akamai.steamstatic.com/steam/apps/58610/header.jpg?t=1639818022
